,date,currency_code,from_myr,to_myr,cpi,cpi_growth_rate,gdp,interest_rate
0,2019-01-02,BND,0.33,3.0303,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
1,2019-01-03,BND,0.3297,3.0331,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
2,2019-01-04,BND,0.329,3.0395,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
3,2019-01-07,BND,0.3301,3.0294,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
4,2019-01-08,BND,0.3302,3.0285,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
5,2019-01-09,BND,0.3298,3.0321,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
6,2019-01-10,BND,0.3297,3.0331,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
7,2019-01-11,BND,0.33,3.0303,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
8,2019-01-14,BND,0.3303,3.0276,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
9,2019-01-15,BND,0.3301,3.0294,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
10,2019-01-16,BND,0.3295,3.0349,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
11,2019-01-17,BND,0.33,3.0303,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
12,2019-01-18,BND,0.3294,3.0358,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
13,2019-01-22,BND,0.3294,3.0358,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
14,2019-01-23,BND,0.3289,3.0404,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
15,2019-01-24,BND,0.3285,3.0441,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
16,2019-01-25,BND,0.3286,3.0432,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
17,2019-01-28,BND,0.3289,3.0404,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
18,2019-01-29,BND,0.3291,3.0386,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
19,2019-01-30,BND,0.3289,3.0404,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
20,2019-01-31,BND,0.3293,3.0367,99.11777,-0.176085612010806,0.05223779077677193,-3.4038943060344
21,2019-02-04,BND,0.3305,3.0257,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
22,2019-02-07,BND,0.3324,3.0084,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
23,2019-02-08,BND,0.3332,3.0012,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
24,2019-02-11,BND,0.3332,3.0012,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
25,2019-02-12,BND,0.3334,2.9994,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
26,2019-02-13,BND,0.3332,3.0012,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
27,2019-02-14,BND,0.3342,2.9922,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
28,2019-02-15,BND,0.3329,3.0039,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
29,2019-02-18,BND,0.3323,3.0093,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
30,2019-02-19,BND,0.3321,3.0111,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
31,2019-02-20,BND,0.3322,3.0102,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
32,2019-02-21,BND,0.332,3.012,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
33,2019-02-22,BND,0.3317,3.0148,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
34,2019-02-25,BND,0.3317,3.0148,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
35,2019-02-26,BND,0.3316,3.0157,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
36,2019-02-27,BND,0.3315,3.0166,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
37,2019-02-28,BND,0.3313,3.0184,98.90715,-0.212494691920522,0.05223779077677193,-3.4038943060344
38,2019-03-01,BND,0.3321,3.0111,99.08998,0.184850134697032,0.05223779077677193,-3.4038943060344
39,2019-03-04,BND,0.3324,3.0084,99.08998,0.184850134697032,0.05223779077677193,-3.4038943060344
40,2019-03-05,BND,0.3324,3.0084,99.08998,0.184850134697032,0.05223779077677193,-3.4038943060344
